id,name,slug,description,companies,logo
382,Phaser,phaser,,,
599,Geo-Mod 2.0,geo-mod-2-dot-0,,,
1292,Forge,forge,,[27528],
504,Disruptor Engine,disruptor-engine,,,
308,Cryengine 2,cryengine-2,,,
332,Atrophy,atrophy,,,
1336,flexi,flexi,,,
1352,Fivem,fivem,,,
281,Phoenix VR,phoenix-vr,,,
377,LASSIE engine,lassie-engine,,,
401,Numbat Engine,numbat-engine,,,
417,NVLMaker,nvlmaker,,,
742,rpg,rpg,,,
525,SolidEngine,solidengine,,,
530,BackboneJS,backbonejs,,,
533,SCGI,scgi,,,
535,SCI1,sci1,,,
555,Distortion Tools,distortion-tools,,,
562,AtomicEngine,atomicengine,,,
563,Ripp3d,ripp3d,,,
564,DarkEngine,darkengine,,,
604,12,12,,,
606,OpenMW,openmw,,,
613,Hiber,hiber,,,
616,CloudNovel,cloudnovel,,,
276,Klik & Play,klik-and-play,,,
777,ALIVE,alive--1,,,
826,LC-Script Engine,lc-script-engine,,,
830,QLIE,qlie,,,
1048,Cobra Engine,cobra-engine,,,
1601,The Quill,the-quill,A program used to create adventure games in the 80s.,,
1782,Dinosaur Planet Decompilation,dinosaur-planet-decompilation,,,
5,NeL,nel,,,
449,Turbine,turbine,,,
374,SGE Game Engine,sge-game-engine,"The SGE Game Engine (""SGE"", pronounced like ""Sage"") is a general-purpose 2-D game engine. It takes care of several details for you so you can focus on the game itself. This makes more rapid game development possible, and it also makes the SGE easy to learn.",,47.0
768,Doom RPG,doom-rpg,,,
1117,Google Cloud Platform,google-cloud-platform,,,
1503,Box2D,box2d--1,A 2D Physics Engine for Games,,244.0
1055,FIFA 2001 Engine,fifa-2001-engine,,,
1347,RocketFuel,rocketfuel,,,
1136,HDAurora,hdaurora,,,
598,Sega System 16,sega-system-16,,,
1246,Custom C Backend,custom-c-backend,,,
461,Atari System 2,atari-system-2,,,
524,createjs,createjs,,,
1193,QuickTime VR,quicktime-vr,,,
1209,Tenka Touitsu ADVANCE,tenka-touitsu-advance,,,
1252,AVG32,avg32,,,
1289,Trerarch NGL,trerarch-ngl,,,
1295,The Sims Engine,the-sims-engine,,,
333,Horizon,horizon,,,
1350,Motorola 68000,motorola-68000,,,
360,SKALD,skald,,,
1362,Zoom,zoom,,,
484,AZ (Arika Engine),az-arika-engine,,,
489,Riot Engine,riot-engine,,,
494,Falling Everything Engine,falling-everything-engine,,,
499,NightShade Engine,nightshade-engine,,,
506,42,42,,,
518,Pinball 2000,pinball-2000,,,
523,Orochi 3,orochi-3,,,
537,Veronica Engine,veronica-engine,,,
538,SuperScroller,superscroller,,,
544,NoviceX,novicex,,,
552,Invictus SCX,invictus-scx,,,
553,"Custom Engine ""VantEdit""",custom-engine-vantedit,,,
556,GameStudio A8,gamestudio-a8,,,
559,GameSparks,gamesparks,,,
1170,T-Engine,t-engine,,,
602,StageMechanic,stagemechanic,,,
682,Doom engine [ using OpenGLES ],doom-engine-using-opengles,,,
770,Turok,turok,,,
771,STEM engine,stem-engine,,,
823,YU-RIS Script Engine,yu-ris-script-engine,,,
1003,Konami GX945,konami-gx945,,,
1626,Easy FPS Editor,easy-fps-editor,,,
983,Simple and Fast Multimedia Library,simple-and-fast-multimedia-library,,,
1375,Platinum Engine,platinum-engine,An in-house engine used by PlatinumGames.,,
884,LMMS,lmms,,,
828,SiglusEngine,siglusengine,,,
618,Swarm Engine,swarm-engine,,,
1049,Raconteur,raconteur,,,
1280,MS26,ms26,,,
348,Macromedia,macromedia,,,
66,BigWorld,bigworld,,,58.0
10,AnvilNext,anvilnext,"The third version of Ubisoft Montreal's internal development engine, previously known as Anvil and originally known as Scimitar.

The engine was renamed during the development of Assassin's Creed III, released in 2012. 
It was used for the Assassin's Creed III spin-off, Liberation, as well as the series sequel Assassin's Creed IV: Black Flag and Assassin's Creed Rogue.

The engine is currently known as AnvilNext 2.0, changed in 2014 during development of Assassin's Creed Unity.",[38],86.0
355,Titanium,titanium,"Titanium engine (an updated version of Pure3D) was an engine developed by Radical Entertainment between 2005 and 2012, used on Crash Tag Team Racing; Scarface: The World Is Yours; Crash of the Titans; Crash: Mind over Mutant and Prototype (series).",,
1265,Southpaw,southpaw,,,
63,Adobe AIR,adobe-air,,,
620,Gdevelop5,gdevelop5,,,
541,DarkBASIC Pro,darkbasic-pro,,,
1253,FlixEngine,flixengine,,,
1337,DoJa,doja,,,
1141,Versu,versu,,,
151,Plasma Engine,plasma-engine,,,
324,mobile,mobile,,,
477,D3D,d3d,,,
551,android studio,android-studio,,,
568,DoomRPG,doomrpg,,,
572,GlyphX,glyphx,,,
579,C-Engine,c-engine,,,
580,AEGIS,aegis,,,
583,OWI Core,owi-core,,,
584,PTK Toolkit,ptk-toolkit,,,
591,SceneKit,scenekit,,,
683,Schmetterling 2.0,schmetterling-2-dot-0,,,
827,bruns,bruns,,,
832,ZZT,zzt,,,
842,MascotCapsule,mascotcapsule,,,
844,inkscape,inkscape,,,
845,FS,fs,,,
846,ADV Player HD,adv-player-hd,,,
847,AnyWorld,anyworld,,,
871,Freespace 2,freespace-2,,,
874,krkr2,krkr2,,,
877,Blackbox Engine,blackbox-engine,,,
878,super mario,super-mario,,,
691,VueJS,vuejs,,,
486,FLEDGE Engine,fledge-engine,,,
1683,The Bumper Engine,the-bumper-engine,,[58081],375.0
1232,Intersect Engine,intersect-engine,,,
1755,Headcannon Game Engine,headcannon-game-engine,,,
358,Blitz3D,blitz3d,,,
385,Adventure Creator,adventure-creator,,,
1443,Goliath Engine,goliath-engine,Goliath Engine was developed by Beenox initially for the unreleased game called The Vatz (2002),,
442,Shark 3D,shark-3d,,,
1703,batari Basic,batari-basic,"batari Basic (bB) is a BASIC-like language for creating Atari 2600 games.  
It is a compiled language that runs on a computer, and it creates a binary
file that can be run on an Atari 2600 emulator or the binary file may be used 
to make a cartridge that will operate on a real Atari 2600.",,386.0
285,Spring,spring,,,
1150,Capcom Play System Dash,capcom-play-system-dash,,,
1579,PartyPlanner64,partyplanner64,An application which allows for creating and editing boards for classic Mario Party games.,,300.0
1405,Sunny Engine,sunny-engine,"Sunny is a closed-source engine powering the Unreal-clone ""Hired Team - Trial Gold"" and made by defunct Russian Developer New Media Generation (NMG)",,164.0
662,ZeldaClassic,zeldaclassic,,,
669,Essence Engine 5,essence-engine-5,,[196],
974,CPAL3D Engine,cpal3d-engine,,,
747,libGDX,libgdx--1,,,
298,PHP,php,,,
1198,Dreams,dreams,,,
1370,TabbersEngine,tabbersengine,The Engine Used to create Tabbers.,[39612],141.0
199,Macromedia Director 2.0,macromedia-director-2-dot-0,,,
1373,Pokémon SDK,pokemon-sdk,Pokémon SDK is a Starter Kit allowing to create Pokémon-like games using various tools like RPG Maker XP and custom data base editors.,[39875],143.0
1247,appeal studios,appeal-studios,,,
263,Sparta 3D,sparta-3d,,,
1314,Viscious Engine,viscious-engine,,,
1334,StoryMaker,storymaker,,,
336,Bomberman Engine,bomberman-engine,,,
341,Cryptic Engine,cryptic-engine,,,
352,Black Sun Engine,black-sun-engine,,,
624,DemonStar Engine,demonstar-engine,,,
445,RV4,rv4,,,
451,Presto Studios,presto-studios,,,
458,K2 Engine,k2-engine,,,
459,buidlbox,buidlbox,,,
471,Sega Model 2,sega-model-2,,,
475,Aspyr,aspyr,,,
485,The Illusion Engine,the-illusion-engine,,,
688,EA Graphics Library,ea-graphics-library,,,
755,BigWorld Technology,bigworld-technology,,,
875,N2System,n2system,,,
882,melon.js,melon-dot-js,,,
1192,Legion,legion,,,
1238,Python Arcade Library,python-arcade-library,,,
1435,Octave Engine,octave-engine,OctaveEngine was developed by Prometech Software Inc. and led by Shin Hyojong (Leader Game Engine Group).,,193.0
824,CatSystem2,catsystem2,,,
45,Vision,vision,,,
1408,TrueVision3D,truevision3d,,,166.0
1549,Nintendo Web Framework,nintendo-web-framework,,,
560,4EVOLVE: Traxor Engine,4evolve-traxor-engine,,[10850],
372,3D Game Studio,3d-game-studio,,,
886,OpenBOR,openbor,,,146.0
980,OpenDune,opendune,,,
78,Chrome Engine,chrome-engine,"Made entirely by Techland, Chrome Engine® is a complete game development framework for the PC and consoles. It supports all modern game programming technologies and techniques vital for the game creation process. The idea behind Chrome Engine® was to create a powerful game engine with all the features required to create commercial AAA games with advanced visualization, scripting and physics system, integrated networking and artificial intelligence. The main goal was to keep the engine as efficient and easy to use as possible, so that users can configure its parameters with only one mouse-click. The last game using Chrome Engine was Dead Island: Definitive Collection in 2016.",[108],18.0
254,AGDS (Advanced Graphic Development System),agds-advanced-graphic-development-system,,,
1622,CATENGINE,catengine,CATENGINE is a high performance game engine developed by Catse,,337.0
1077,System4,system4,,,
1299,RGM,rgm,,,
279,HPL Engine,hpl-engine,,,
1259,Marathon Engine,marathon-engine,,,
1007,Bemani System 573 Analog,bemani-system-573-analog,,,
1011,Bemani Python 2,bemani-python-2,,,
1078,darkness,darkness,,,
423,wpf,wpf,,,
337,Void Engine,void-engine,"The engine was created by Arkane Studios, but is based on the core of id Tech 6 by id Software, Inc. The engine was first used in Dishonored 2 (2016). According to the game's Art Director Sébastien Mitton about 70% of the original engine was rewritten to become the new Void Engine.",,128.0
1591,Touhou Danmakufu,touhou-danmakufu,Open-source program for development of Touhou-like danmaku games.,[53149],
1678,luxe engine,luxe-engine,"luxe is a cross platform, rapid development game engine to make games for Mac, Linux, Windows, and Web & more.",[41728],369.0
1124,Capcom Play System II (CPS-2),capcom-play-system-ii-cps-2,,,
1142,DX12,dx12,,,
1144,avdl,avdl,,,
148,Voxlap,voxlap,,,
1149,EMotion FX,emotion-fx,,,
155,INSANE,insane,,,
172,id Tech 6,id-tech-6,,,
1261,RPG Tsukuuru Super Dante,rpg-tsukuuru-super-dante,,,
1262,Kaite Tsukutte Asoberu: Dezaemon,kaite-tsukutte-asoberu-dezaemon,,,
264,Traktor,traktor,,,
265,isiMotor,isimotor,,,
1610,Petit Computer,petit-computer,A Nintendo DSi app which lets the user program in BASIC.,,
1038,ZGameEditor,zgameeditor,,,
435,Lair Engine,lair-engine,,,
514,Orion Engine,orion-engine,,,
1338,BREW,brew,,,
1116,Quark Engine,quark-engine,,,
1445,Lux Engine,lux-engine,Lux Engine was developed by Luxoflux initially for Kung Fu Panda (2008),,
1451,Tripper 3D Engine,tripper-3d-engine,,,
113,Twilight,twilight,,,
684,REDengine 4,redengine-4,,,148.0
567,Insomniac Engine v.4.0,insomniac-engine-v-dot-4-0,,,
1308,Halo 2,halo-2,,,
1126,StarCraft II,starcraft-ii,,,
554,Wolfenstein 3D Engine,wolfenstein-3d-engine,,,
152,Saber3D,saber3d,,,
1041,Despair,despair,,,
90,Avalanche engine,avalanche-engine,,,
42,SpeedTree,speedtree,"SpeedTree is the premier 3D vegetation modeling and animation software for the gaming, cinema, broadcast, and architectural markets.",[4692],25.0
1255,CopperCube,coppercube,,,
1102,Genesis Engine,genesis-engine,,,
193,STORM Engine,storm-engine,,,
52,In-house engine,in-house-engine,,,
1202,DC Tech Three,dc-tech-three,,,
1327,Processing,processing,,,
1275,Charles Engine,charles-engine,,,
1205,Skulltag,skulltag,,,
476,OpenFL,openfl,,,
1309,Halo Reach,halo-reach,,,
703,RPG Maker Fes,rpg-maker-fes,,"[836, 2262]",
1319,unit,unit,,,
1104,qfusion,qfusion,,,
1249,Nethergate,nethergate,,,
1133,EngineX,enginex,,,
621,Capcom Play System (CPS-1),capcom-play-system-cps-1,,,
1162,minorGems,minorgems,,,
1167,proprietary engine [ by Uncasual Games ],proprietary-engine-by-uncasual-games,,,
258,Panta Rhei,panta-rhei,,,
1258,THE DREAMBOX ENGINE,the-dreambox-engine,,,
1266,Emulator,emulator,,,
1698,Hello Mario Engine,hello-mario-engine,,[26414],
1340,Butano,butano,,,
1342,Candide Engine,candide-engine,,,
1354,XGS,xgs,,,
1359,Anura Engine,anura-engine,,,
1367,test engine,test-engine,,,
1456,Zouna,zouna,Asobo in-house engine,[442],
460,Stratagus,stratagus,,,
879,Alicesoft System 3.9,alicesoft-system-3-dot-9,,,
75,Eclipse Engine (BioWare),eclipse-engine-bioware,"The Eclipse Engine succeeded the Odyssey Engine and, among other things, supported PhysX hardware acceleration. It was used to produce Dragon Age: Origins (2009) and its expansion pack Awakening (2010). Origins was released with a toolset to allow the players to run their own adventure modules on the Eclipse Engine. 

An upgraded version of the Eclipse Engine, internally known as the Lycium Engine, was used to produce Dragon Age II (2011).",[2],
1296,ONScripter,onscripter,,,
1580,ARCHON,archon,"The new game development platform, entirely crafted in-house by Slitherine, is already used by a number of key dev-teams to create titles that are very different from each other. Variety and flexibility are the key words of Archon.",,301.0
350,Taito Type X,taito-type-x,,,
1372,Roomber Engine,roomber-engine,"Roomber Engine - Game 2D engine. The engine can work with most popular platforms. Both mobile and desktop. We give everything for you to better create your games, and your dream! Comprehensive tools, many plugins, more variety on REngine.",[39608],142.0
1768,GameSimulation,gamesimulation,,,
1281,steam,steam,,,
1173,Darkplaces engine,darkplaces-engine--1,,,
433,In House Engine,in-house-engine--1,,,
1436,X-Tend,x-tend,"X-Tend Engine was created by Burut Creative Team (aka Burut CT) (Russian) for games like Kreed: Kreed (2003), Battle for Savitar (2004), ÜberSoldier (2006) & ÜberSoldier II (2007).",,194.0
251,Fighter Maker,fighter-maker,,,
76,Jade,jade,,,
1042,Zandronum engine,zandronum-engine,,,
1174,Antarctica,antarctica,,,
1669,Perfect Dark Decompilation,perfect-dark-decompilation,A decompilation of Perfect Dark into human readable code.,[50296],358.0
1416,Bipsi,bipsi,Bipsi is a tool for making small games where a character explores a world and interacts with its inhabitants.,[23652],
305,RPG Maker,rpg-maker,,[2165],
71,Z-machine,z-machine,,,
316,Serious Engine,serious-engine,,,
517,PlayCanvas,playcanvas,,,
1195,Core Design,core-design,,,
746,BGI/Ethornell,bgi-slash-ethornell,,,
1151,Dhewm 3,dhewm-3,,,
1044,Disrupt Engine,disrupt-engine,,,
1153,Custom Java Server,custom-java-server,,,
1158,V-Cruise engine,v-cruise-engine,,,
1685,Hedgefusion,hedgefusion,,,
198,Vital Engine,vital-engine,,,
1215,VASSAL,vassal,,,
1227,Professional Adventure Writing System,professional-adventure-writing-system,,,
84,Custom built engine,custom-built-engine,,,
1245,Sandbox Adventure Engine,sandbox-adventure-engine,,,
1248,SonicOrca,sonicorca,,,
1260,Marathon 2 Engine,marathon-2-engine,,,
1243,RPG Maker 95,rpg-maker-95,,,
1267,Genome Engine,genome-engine,,,
1276,Eggvine,eggvine,,,
1440,Vital Engine 2,vital-engine-2,"Vital Engine 2, was developed by Deep Shadows (Sergey Zabaryansky and Roman Lut) for Boiling Point: Road to Hell (aka Xenus) (2005).",,
149,Proprietary Engine,proprietary-engine,,,
1175,Bullet,bullet,Bullet is real-time collision detection and multi-physics engine/simulation.,,
1489,Fusion Engine,fusion-engine,"Fusion Engine is a game engine enhanced by Hangar 13, based on Illusion Engine developed by 2K Czech for Mafia II.",,
1301,Tiled,tiled,,,
1348,Adobe Director,adobe-director,,,
1178,LZDoom,lzdoom,,,
496,Unreal Engine 2,unreal-engine-2,,,
1283,Adobe Animate,adobe-animate,,,
1194,Namco System 86,namco-system-86,,,
343,Box2D,box2d,,,
419,Buildbox,buildbox--1,,,
344,Pygame,pygame,Pygame is a set of Python modules designed for writing video games. Pygame adds functionality on top of the excellent SDL library. This allows you to create fully featured games and multimedia programs in the python language.,,299.0
1284,Motorola M6502,motorola-m6502,,,
1240,Pokemon Essentials,pokemon-essentials,,,
605,Panda3D,panda3d,,,
1769,Vostok Engine,vostok-engine,,,
1168,ThreeJS,threejs,,,
204,Forest Hale’s Darkplaces engine,forest-hales-darkplaces-engine,,,
607,Visionaire Studio,visionaire-studio,,,
1208,GLAD,glad,,,
1228,FOnline,fonline,,,
1596,Banjo's Backpack,banjos-backpack,A modding tool for Banjo-Kazooie.,,316.0
883,Aseprite,aseprite,,,
219,NScripter,nscripter,,,
760,Insomniac Engine,insomniac-engine,,,
814,Luca System,luca-system,,,
139,Sith,sith,,,
1303,Flaxengine,flaxengine,,,
1154,EngineXT,enginext,,,
221,Game Maker,game-maker,,,
1171,BEPUPhysics,bepuphysics--1,,,
1172,OpenSpace,openspace,,,
1231,Taito F3 System,taito-f3-system,,,
1234,Taito G-NET,taito-g-net,,,
1241,mkxp-z,mkxp-z,,,
1242,WonderWitch,wonderwitch,,,
1244,Dreamatrix,dreamatrix,,,
581,Granny 3D,granny-3d,,,
1305,KickAsm,kickasm,,,
838,Unreal 2.5,unreal-2-dot-5,,,
1322,JOGL,jogl,,,
1374,Clever's Engine,clevers-engine,Engine used by Clever's Games in 2000-2003.,[40000],
687,id Tech 7,id-tech-7,,,
1492,CXD9615GB Emotion Engine,cxd9615gb-emotion-engine--1,,,
1339,QUANTUM ENGINE,quantum-engine,,,
491,Frostbite 3,frostbite-3,"Frostbite 3 is the third generation of Frostbite, which made its debut in Battlefield 4.

In the updated engine, the environments became much more dynamic upon the actions of the players and Destruction 4.0, which was known as Levolution in Battlefield 4. Need for Speed Rivals became the second game of its series to use the game engine and the first since the upgrade to Frostbite 3. On 14 July 2015, the game engine was introduced to the sports genre of video games, being put to use on Rory McIlroy PGA Tour. In November, Need for Speed and Star Wars Battlefront were both released under Frostbite 3.",[94],61.0
588,OpenGL,opengl,,,
1377,StoryNexus,storynexus,"Created by Failbetter Games for Echo Bazaar/Fallen London. Effectively in maintenance mode for several years, with only Fallen London itself still being actively developed.",[4157],145.0
380,C++,c-plus-plus,,,
698,Haxe OpenFL,haxe-openfl,,,
1351,TPS Reality,tps-reality,,,
1123,Capcom Play System III (CPS-3),capcom-play-system-iii-cps-3,,,
873,UE4,ue4,,,
744,Unity 3d,unity-3d,,,
558,Inform,inform,,,
35,Northlight Engine,northlight-engine,,,
212,Luminous Studio,luminous-studio,"Luminous Studio, also referred to as Luminous Engine, is an internal development engine used by Square Enix for Direct X11 compatible platforms and has mostly been used in developing Final Fantasy titles.",[26],62.0
1271,Gen Xenotime 3D,gen-xenotime-3d,,,
131,W3D,w3d,"Westwood's last major engine before acquisition by EA, commonly known as the Strategy Action Game Engine (SAGE), originally named W3D (Westwood 3D), was a major modification of the SurRender 3D engine developed by Hybrid Graphics Ltd. Westwood first used W3D on Emperor: Battle for Dune and for their first-person shooter Command & Conquer: Renegade and their massively multiplayer online role-playing game Earth & Beyond.",[113],
1605,XaviX Technology,xavix-technology,Xavix was a technology developed by SSD Company Ltd. It was a wireless system of video games that used motion sensing technology prior to the release of the Nintendo Wii. It would be used on the XaviXPORT and licensed Plug & Play systems.,[28416],324.0
986,Audacity,audacity,,,
464,Visual Studio,visual-studio,,,
880,Alicesoft System,alicesoft-system,,,
831,PuzzleScript,puzzlescript,PuzzleScript is an open-source HTML5 puzzle game engine originally created by Stephen Lavelle.,[5186],172.0
22,UbiArt Framework,ubiart-framework,,,17.0
1606,Force-Vector Kinetic Engine,force-vector-kinetic-engine,,,
843,unreal 4,unreal-4,,,
1356,I.K.E.M.E.N. GO,ikemen-go,,,
1264,https://www.twitch.tv/directory/game/Twitch%20Sings,https-slash-slash-www-dot-twitch-dot-tv-slash-directory-slash-game-slash-twitch-percent-20sings,,,
1268,Steambox,steambox,,,
1300,Nirvana Engine,nirvana-engine,,,
1306,Open Sauce,open-sauce,,,
1317,Doomsday,doomsday,,,
1329,FTE QuakeWorld,fte-quakeworld,,,
1332,UFE (Universal Fighting Engine),ufe-universal-fighting-engine,,,
1360,Mosi,mosi,,,
1368,Blackspace Engine,blackspace-engine,,,
754,Ubisoft Anvil,ubisoft-anvil,"Ubisoft Anvil (until 2009 known as Scimitar and until 2020 as AnvilNext) is a game engine created in 2007 by Ubisoft Montreal video game developers for use on Microsoft Windows, Nintendo Switch, PlayStation 3, PlayStation 4, PlayStation 5, PlayStation Vita, Wii U, Xbox 360, Xbox One, Xbox Series X/S and Stadia.",[38],134.0
185,Game World Builder,game-world-builder,,,
1199,Super Marisa World engine,super-marisa-world-engine,,,
1217,RPG Maker Dante 98 II,rpg-maker-dante-98-ii,,,
124,Treyarch NGL,treyarch-ngl,Treyarch developed an in-house engine named Treyarch NGL based on the Id Tech 3. It has the particularity of having been used only for console games. The game was used from 2001-2016 after been replaced for IW Engine from Call of Duty (series),,
1341,Sword of Moonlight,sword-of-moonlight,,,
273,Shadow Knights,shadow-knights,,,
1222,Neo Geo MVS,neo-geo-mvs,,,
1795,RPG in a Box,rpg-in-a-box,,,
443,fps creator classic,fps-creator-classic,,,
27,Dark Alliance Engine,dark-alliance-engine,,[78],
763,GZDoom,gzdoom,,,138.0
314,Dagor Engine,dagor-engine,,,
1541,Not So Simple Sonic Worlds,not-so-simple-sonic-worlds,"Simple Sonic Worlds is a modified version of Sonic Worlds Delta 1.5.1 to make it a lot more simple to new users. However, there are some new features and the physics should feel very different, this time, with the aim of making them feel more like the original classic sonic games, than to make them more accurate code-wise. but, there is a ""Not So Simple"" version, with a lot more features than the regular version, including a simple gamepad and xbox gamepad support, a boss example and multiple resolution multipliers",,262.0
1459,AI,ai,Early PC game engine used by ELF Corporation starting in May 1989 in Angel Hearts until June 1990 in De-Ja.,[14081],
543,A.L.I.V.E.,alive,,[727],
1223,Windows Mobile,windows-mobile,,,
1444,Merkury Engine,merkury-engine,Merkury Engine was developed by Krome Studios Pty Ltd initially for Championship Surfer (2000),,
1380,Core,core,Core is a open-source Sonic engine/framework created for Clickteam Fusion 2.5+.,,149.0
1110,CryEngine V,cryengine-v,,,
143,Sierra's Creative Interpreter,sierras-creative-interpreter,"Sierra Creative Interpreter, is the scripting language created by Jeff Stephenson for Sierra On-Line, which was used between the years of 1989 to 1997.",[32],
1402,Crazyball Engine,crazyball-engine,,,160.0
495,C#,c-number--1,,,
1346,DECO Cassette System,deco-cassette-system,,,
1321,shockwave,shockwave,,,
1316,VN Maker,vn-maker,,,
1043,ForzaTech,forzatech,,,
1318,Shards,shards,,,
1363,Storyspace,storyspace,,,
57,Real Virtuality,real-virtuality,,,
422,Intelligent Stupidity,intelligent-stupidity,,,
1494,Twitch,twitch,,,
1501,Zorn,zorn,"Zorn is high speed, real time, graphics and game engine developed jointly by Codify and Verido. The Zorn Engine allows access to the full potential of the target device by working close to the target hardware and skipping slow intermediate APIs.",[47185],
327,Infernal Engine,infernal-engine,,,
280,SmartSim,smartsim,,,
201,RuneTek,runetek,,,
561,Doom Legacy,doom-legacy,,,
1784,Viper,viper,"At Velan Studios, we build and maintain our own engine and toolchain called Viper. Viper is the engine behind Knockout City and Mario Kart Live: Home Circuit. It includes standard things you might expect from any game engine such as a level editor, renderer, scripting language, etc. It also has less obvious components like network backend services and even a continuous integration system so Viper can build and test itself.",[28447],
592,SRPG Studio,srpg-studio,,,
1460,AI2,ai2,Updated game engine by ELF Corp. Made in 1990 for RAY-GUN and used in Dragon Knight II as well.,[14081],
1727,Sledgehammer Engine,sledgehammer-engine,"Call of Duty: Advanced Warfare featured Sledgehammer Games' heavily modified in-house branch of the IW engine, with only a few lines of legacy code remaining. The majority of the engine in Advanced Warfare had been rewritten. Sledgehammer Games incorporated brand new animation, physics, rendering, lighting, motion capture and facial animation systems. The developers reworked the audio engine which had also been built from the ground up. According to Sledgehammer Games audio director Don Veca, the team was able to integrate an audio intelligence system to the game.",[659],
1376,SLUDGE,sludge,SLUDGE (standing for Scripting Language for Unhindered Development of a Gaming Environment) is a system by which anyone (within reason) can make an adventure game. It runs in any recent version of Windows and now also on Mac OS X and Linux. It's high-res (any resolution you want) and uses 32-bit colour.,,144.0
1297,ZGB engine,zgb-engine,,,
1614,Chlast,chlast,Game engine that used in Pył (1999).,[18926],
8,Havok,havok,Havok provides a physics engine component and related functions to video games.,,12.0
311,Iron Engine,iron-engine,,,
1378,Doom64 EX,doom64-ex,Original source port for Doom 64 to modern PC platforms.,,
47,id Tech 5,id-tech-5,,[184],20.0
136,Popcap Games Framework,popcap-games-framework,,,
1130,Aleph One,aleph-one,This is an open-source remake of the Marathon 2 / Marathon Infinity engine.,,273.0
216,Real Live,real-live,,,
570,Visual Novel Maker,visual-novel-maker,,,
549,Spartan: Total Warrior Engine,spartan-total-warrior-engine,,,
493,PixiJS,pixijs,,,
905,Construct,construct,,,
274,AbbeyCore,abbeycore,,[5317],42.0
134,ZenGin,zengin,,[1056],
1417,Flickgame,flickgame,Flickgame is a simple engine that lets users use their mouse or touchscreen to draw and share small games.,[5186],173.0
317,EDuke32,eduke32,A free open-source remake of the Build Engine for Duke Nukem 3D.,,274.0
1155,IW Engine 3.0,iw-engine-3-dot-0,,,
46,Crystal Engine,crystal-engine,,,
470,GameGuru,gameguru,,,
425,lucha,lucha,,,
748,Vision Engine,vision-engine,,,
1763,FEBuilder,febuilder,"This is a ROM editor of FE GBA trilogy.

Support to FE8J FE7J FE6 FE8U FE7U.

With reference to the screen of Project_FE_GBA,
We support a wide range of functions from image display, import export, map remodeling.",,
397,Faktum Engine,faktum-engine,,,
271,XNA Game Studio,xna-game-studio,,,
31,Adventure Game Studio,adventure-game-studio,,,
1574,Catrobat,catrobat,,,293.0
287,EAGL,eagl,EA Graphics Library or EAGL is a game engine which was created and developed by EA Canada.,[277],
1497,Adobe Shockwave,adobe-shockwave,,[7246],239.0
428,Sigma Engine,sigma-engine,,,
144,iMUSE,imuse,,[9],
1599,SPACE BOX,space-box,"SPACEBOX is a C++ framework that makes creating cross-platform games and other interactive applications easier and faster by providing an added layer of abstraction between SDL + OpenGL and the project.

Users can start a project by extending only a single function, the Game class's update function. Using a standard Makefile that can be taken from the examples, the framework can export the same code to multiple platforms such as Linux, Web, Android, OS X, Windows, and Raspberry Pi.",[53631],320.0
411,Game Maker Studio,game-maker-studio,"GameMaker makes game design easy, regardless of your background or skill level. All you need is an idea!",[6932],350.0
1707,Point & Click Development Kit 3,point-and-click-development-kit-3,"Created by Zimond (Ben Maas) for his game ""Alühn"". The 'Point and Click Development Kit' is a solid piece of software for creating graphic adventures. Beginners in particular will enjoy the comparatively simple, easy to understand and learn script system. However, this simplicity comes at the expense of a certain elegance in development. Advanced users can achieve respectable results despite some minor limitations. Finished products may only be distributed free of charge.",,387.0
976,CP System II (CPS-2),cp-system-ii-cps-2,,,
1483,Microsoft PowerPoint,microsoft-powerpoint,,[128],226.0
984,Adobe Photoshop,adobe-photoshop,,,
1379,AO Engine,ao-engine,Custom engine created by the developers of Agony Online.,[40316],
1257,Infinity Engine 2,infinity-engine-2,,,
1780,Sega ST-V,sega-st-v,"The Sega ST-V (Sega Titan Video game system) was an arcade system board released by Sega in 1995. Departing from their usual process of building custom arcade hardware, Sega's ST-V is essentially identical to the Sega Saturn home console system. The only difference is the media; ST-V used ROM-cartridges instead of CD-ROMs to store games. Being derived from the Saturn hardware, the ST-V was presumably named after the moon Titan, a satellite of Saturn. The majority of ST-V titles were released in Japan only, but a notable exception was the port of Dynamite Deka, which became Die Hard Arcade. Games released for the ST-V includes the arcade version of Virtua Fighter Remix, Golden Axe: The Duel and Final Fight Revenge. The shared hardware between Saturn and ST-V allowed for very ""pure"" ports for the Saturn console.",[112],432.0
173,OGRE,ogre,,[4704],29.0
402,Cocos2d-x,cocos2d-x,,,69.0
938,Cyber Dreams Engine,cyber-dreams-engine,,[11797],
839,Unreal Engine 2.5,unreal-engine-2-dot-5,,,
1582,HaemimontSol,haemimontsol,HaemimontSol engine is the in-house engine of Haemimont Games.,,
1701,Pyxel,pyxel,"Pyxel is a free, open source game engine for Python. It's inspired by retro gaming consoles with limitations like 16 colors.",,
1272,Rpgmaker,rpgmaker,,,
